scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Parvicorbicula socialis	Species	105588	Parvicorbicula	105518	(Meunier) Deflandre, 1960	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Parvicorbicula	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Parvicorbicula - [Species] Parvicorbicula socialis
Parvicorbicula superpositus	Species	105590	Parvicorbicula	105518	Booth, 1990	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Parvicorbicula	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Parvicorbicula - [Species] Parvicorbicula superpositus
Platypleura infundibuliformis	Species	105591	Platypleura	105519	(Leadbeater) Thomsen	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Platypleura	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Platypleura - [Species] Platypleura infundibuliformis
Pleurasiga echinocostata	Species	105595	Pleurasiga	105520	Espeland	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Pleurasiga	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Pleurasiga - [Species] Pleurasiga echinocostata
Pleurasiga minima	Species	105598	Pleurasiga	105520	Throndsen, 1970	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Pleurasiga	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Pleurasiga - [Species] Pleurasiga minima
Pleurasiga reynoldsii	Species	105601	Pleurasiga	105520	Throndsen, 1970	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Pleurasiga	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Pleurasiga - [Species] Pleurasiga reynoldsii
Polyfibula sphyrelata	Species	105605	Polyfibula	105521	(Thomsen) Manton, 1981	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Polyfibula	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Polyfibula - [Species] Polyfibula sphyrelata
Polyoeca dichotoma	Species	105607	Polyoeca	105522	W.S.Kent, 1881	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Polyoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Polyoeca - [Species] Polyoeca dichotoma
Saepicula pulchra	Species	105610	Saepicula	105524	Leadbeater	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Saepicula	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Saepicula - [Species] Saepicula pulchra
Saroeca attenuata	Species	105611	Saroeca	105525	Thomsen	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Saroeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Saroeca - [Species] Saroeca attenuata
Savillea micropora	Species	105612	Savillea	105526	(Norris) Leadbeater	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Savillea	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Nudiform] - [Genus] Savillea - [Species] Savillea micropora
Savillea parva	Species	105613	Savillea	105526	(Ellis) Loeblich III	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Savillea	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Nudiform] - [Genus] Savillea - [Species] Savillea parva
Stephanoeca apheles	Species	105617	Stephanoeca	105529	Thomsen, Buck & Chavez, 1991	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca apheles
Stephanoeca complexa	Species	105620	Stephanoeca	105529	(R.E.Norris) J.Throndsen	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca complexa
Stephanoeca cupula	Species	105622	Stephanoeca	105529	(Leadbeater) Thomsen	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca cupula
Stephanoeca diplocostata	Species	105623	Stephanoeca	105529	W.N.Ellis, 1930	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca diplocostata
Stephanoeca elegans	Species	105624	Stephanoeca	105529	(R.E.Norris) Throndsen	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca elegans
Stephanoeca kentii	Species	105625	Stephanoeca	105529	W.N.Ellis	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca kentii
Stephanoeca norrisii	Species	105626	Stephanoeca	105529	H.A.Thomsen	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca norrisii
Stephanoeca urnula	Species	105631	Stephanoeca	105529	H.A.Thomsen	accepted	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Stephanoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Acanthoecida - [Family] Acanthoecidae - [Subfamily] Acanthoecidae [Tectiform] - [Genus] Stephanoeca - [Species] Stephanoeca urnula
Desmarella moniliformis	Species	105636	Desmarella	105532	W.S.Kent, 1878	accepted	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Codonosigaceae	Desmarella	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Codonosigaceae - [Genus] Desmarella - [Species] Desmarella moniliformis
Monosiga marina	Species	105643	Monosiga	105535	Grøntved, 1952	accepted	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Codonosigaceae	Monosiga	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Codonosigaceae - [Genus] Monosiga - [Species] Monosiga marina
Monosiga micropelagica	Species	105644	Monosiga	105535	Throndsen	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Codonosigaceae	Monosiga	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Codonosigaceae - [Genus] Monosiga - [Species] Monosiga micropelagica
Monosiga ovata	Species	105645	Monosiga	105535	Kent, 1881	accepted	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Codonosigaceae	Monosiga	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Codonosigaceae - [Genus] Monosiga - [Species] Monosiga ovata
Salpingoeca aggregata	Species	105654	Salpingoeca	105541	Valkanov	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Salpingoecaceae	Salpingoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Salpingoecaceae - [Genus] Salpingoeca - [Species] Salpingoeca aggregata
Salpingoeca amphoridium	Species	105655	Salpingoeca	105541	Clark, 1867	accepted	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Salpingoecaceae	Salpingoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Salpingoecaceae - [Genus] Salpingoeca - [Species] Salpingoeca amphoridium
Salpingoeca collaris	Species	105661	Salpingoeca	105541	Stokes	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Salpingoecaceae	Salpingoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Salpingoecaceae - [Genus] Salpingoeca - [Species] Salpingoeca collaris
Salpingoeca inquillata	Species	105668	Salpingoeca	105541	Kent	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Salpingoecaceae	Salpingoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Salpingoecaceae - [Genus] Salpingoeca - [Species] Salpingoeca inquillata
Salpingoeca marina	Species	105671	Salpingoeca	105541	James-Clark, 1868	uncertain	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Salpingoecaceae	Salpingoeca	[] Biota - [Kingdom] Protozoa - [Subkingdom] Sarcomastigota - [Phylum] Choanozoa - [Subphylum] Choanofila - [Class] Choanoflagellatea - [Order] Craspedida - [Family] Salpingoecaceae - [Genus] Salpingoeca - [Species] Salpingoeca marina
Chroomonas baltica	Species	106292	Chroomonas	106281	(J.Büttner) N.Carter, 1937	accepted	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Chroomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Cryptomonadales - [Family] Hemiselmidaceae - [Genus] Chroomonas - [Species] Chroomonas baltica
Chroomonas vectensis	Species	106295	Chroomonas	106281	N.Carter, 1937	accepted	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Chroomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Cryptomonadales - [Family] Hemiselmidaceae - [Genus] Chroomonas - [Species] Chroomonas vectensis
Cryptomonas acuta	Species	106296	Cryptomonas	106282	Butcher, 1952	unaccepted	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Cryptomonadales - [Family] Cryptomonadaceae - [Genus] Cryptomonas - [Species] Cryptomonas acuta
Plagioselmis prolonga	Species	106303	Plagioselmis	106283	Butcher ex G.Novarino, I.A.N.Lucas & S.Morrall, 1994	accepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Plagioselmis	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Geminigeraceae - [Genus] Plagioselmis - [Species] Plagioselmis prolonga
Teleaulax acuta	Species	106305	Teleaulax	106285	(Butcher) D.R.A.Hill, 1991	accepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Geminigeraceae - [Genus] Teleaulax - [Species] Teleaulax acuta
Teleaulax amphioxeia	Species	106306	Teleaulax	106285	(W.Conrad) D.R.A.Hill, 1992	accepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Geminigeraceae - [Genus] Teleaulax - [Species] Teleaulax amphioxeia
Goniomonas amphinema	Species	106307	Goniomonas	106286	Larsen & Patterson	uncertain	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Goniomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Cryptomonadales - [Family] Cryptomonadaceae - [Genus] Goniomonas - [Species] Goniomonas amphinema
Goniomonas pacifica	Species	106308	Goniomonas	106286	J.Larsen & D.J.Patterson, 1990	accepted	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Goniomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Cryptomonadales - [Family] Cryptomonadaceae - [Genus] Goniomonas - [Species] Goniomonas pacifica
Goniomonas truncata	Species	106309	Goniomonas	106286	(Fresenius) Stein, 1878	accepted	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Goniomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Cryptomonadales - [Family] Cryptomonadaceae - [Genus] Goniomonas - [Species] Goniomonas truncata
Hemiselmis virescens	Species	106310	Hemiselmis	106287	Droop, 1955	accepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Chroomonadaceae	Hemiselmis	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Chroomonadaceae - [Genus] Hemiselmis - [Species] Hemiselmis virescens
Rhodomonas baltica	Species	106313	Rhodomonas	106289	Karsten, 1898	unaccepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Pyrenomonadaceae - [Genus] Rhodomonas - [Species] Rhodomonas baltica
Rhodomonas marina	Species	106314	Rhodomonas	106289	(P.A.Dangeard) Lemmermann, 1899	accepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Pyrenomonadaceae - [Genus] Rhodomonas - [Species] Rhodomonas marina
Rhodomonas salina	Species	106316	Rhodomonas	106289	(Wislouch) D.R.A.Hill & R.Wetherbee, 1989	accepted	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyceae - [Order] Pyrenomonadales - [Family] Pyrenomonadaceae - [Genus] Rhodomonas - [Species] Rhodomonas salina
Amoebophrya ceratii	Species	109578	Amoebophrya	109448	(Koeppen) J.Cachon, 1964	accepted	Chromista	Myzozoa	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Syndiniales - [Family] Amoebophryaceae - [Genus] Amoebophrya - [Species] Amoebophrya ceratii
Kolkwitziella acuta	Species	109583	Kolkwitziella	109453	(Apstein) Elbrächter, 1993	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kolkwitziellaceae	Kolkwitziella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Kolkwitziellaceae - [Genus] Kolkwitziella - [Species] Kolkwitziella acuta
Dinophysis acuminata	Species	109603	Dinophysis	109462	Claparède & Lachmann, 1859	accepted	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Dinophysis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophysiales - [Family] Dinophysaceae - [Genus] Dinophysis - [Species] Dinophysis acuminata
Dinophysis acuta	Species	109604	Dinophysis	109462	Ehrenberg, 1839	accepted	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Dinophysis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophysiales - [Family] Dinophysaceae - [Genus] Dinophysis - [Species] Dinophysis acuta
Dinophysis caudata	Species	109612	Dinophysis	109462	Saville-Kent, 1881	accepted	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Dinophysis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophysiales - [Family] Dinophysaceae - [Genus] Dinophysis - [Species] Dinophysis caudata
Dinophysis dens	Species	109616	Dinophysis	109462	Pavillard, 1915	accepted	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Dinophysis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophysiales - [Family] Dinophysaceae - [Genus] Dinophysis - [Species] Dinophysis dens
Dinophysis groenlandica	Species	109626	Dinophysis	109462	(J.Schiller) Balech, 1967	accepted	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Dinophysis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophysiales - [Family] Dinophysaceae - [Genus] Dinophysis - [Species] Dinophysis groenlandica
